Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment_Score
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wie wollen Sie diesen Trend aufhalten?,SPD,Trend aufhalten,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Nicht zwingend.,SPD,zwingend,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Ein Haus baut man nicht fuer die naechsten zwei, sondern 20 Jahre.",SPD,Haus bauen Fuer naechst zwei 20 Jahr,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Der CO2-Preis wird kuenftig stark steigen.,SPD,Co2preis kuenftig stark steigen,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Niemand ist heute mit einer ÈOl- oder Gasheizung gut beraten.,SPD,niemand heute èol Gasheizung gut beraten,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es ist sehr teuer und umweltschaedlich.,SPD,teuer umweltschaedlich,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Viele private Bauherren haben schon 2022 darauf gesetzt,",SPD,vieler privat Bauherre schon 2022 darauf setzen,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"fossilfrei zu heizen, weil die CO2-Bepreisung kommen wird.",SPD,fossilfrei heizen co2bepreisung kommen,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Ausserdem haben wir durch das neue Gesetz,SPD,ausserdem neu Gesetz,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,eine neue Foerderung etabliert.,SPD,neu Foerderung etablieren,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Die koennen Sie auch fuer Holzpellet-Heizungen verwenden,",SPD,Koenn Fuer holzpelletheizungen verwenden,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,was eine neue Foerderung etabliert.,SPD,neu Foerderung etablieren,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es hakt auch bei den Sozialwohnungen.,SPD,hakt Sozialwohnung,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Sie wollten, dass 100.000 pro Jahr entstehen.",SPD,100000 pro Jahr entstehen,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Gebaut worden sind 25.000.,SPD,bauen 25000,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Muessen Sie da nicht noch mehr Geld reinstecken,",SPD,muessen mehr Geld reinstecken,0
,2023-04-20,tagesthemen,,,,Die Baugewerkschaft sorgt sich um die Arbeitsplaetze am Bau.,,Baugewerkschaft sorgen arbeitsplaetze Bau,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Ihre Zahl ist aus 2021, von der alten Regierung.",SPD,Zahl 2021 alt Regierung,0
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir haben Menschen, die zusaetzlich gekommen sind.",SPD,Mensch zusaetzlich kommen,0
